Billed_Qty,Product_MRP,Offtake_unit,Product_Cost,Profit_Margin,Category
30,100,10,20.58,230.8512,A
1,961,1,618.95,230.639,A
2,480.24,1,325.88,230.5088,A
40,240,10,162.86,230.3872,A
60,303.67,15,219.8,229.976,A
3,625,1,464.71,229.9266,A
30,627,30,354.56,229.8928,A
1,299,1,58.8,229.616,A
60,239,15,162.17,229.4784,A
45,208.38,15,111.84,229.2264,A
1,955,1,648.03,229.2064,A
1,955,1,648.03,229.2064,A
1,1100,1,777.53,229.1664,A
1,1100,1,777.53,229.1664,A
3,228,1,128.49,229.1454,A
56,238.7,14,161.98,229.1296,A
20,715.93,15,518.2,229.0933333,A
60,22,1,17.32,228.84,A
30,317,10,215.11,228.2304,A
1,950,1,611.87,227.9934,A
8,474.05,4,321.68,227.5368,A
1,1126,1,855.76,227.452,A
1,1126,1,855.76,227.452,A
1,1126,1,855.76,227.452,A
120,118.37,15,80.32,227.2928,A
45,315,15,213.75,226.8,A
2,351,1,212.21,226.6496,A
2,799,1,581.26,226.2264,A
2,799,1,581.26,226.2264,A
2,799,1,581.27,226.2028,A
2,799,1,581.27,226.2028,A
2,799,1,581.27,226.2028,A
2,799,1,581.27,226.2028,A
60,157,10,106.53,226.1184,A
15,410.8,10,232.3,225.936,A
9,313.5,3,212.73,225.7272,A
9,313.5,3,212.73,225.7272,A
60,235,15,159.47,225.5744,A
2,195,1,78.4,225.36,A
1,729.06,1,449.75,225.34,A
2,485.41,1,332.85,225.236,A
90,120,10,80.5,225.09,A
90,120,10,80.5,225.09,A
28,519.09,15,355.95,224.7952,A
6,474.05,4,289.51,224.6982,A
60,156,10,100.47,224.6724,A
60,156,10,100.47,224.6724,A
45,311.9,15,211.65,224.556,A
1,680,1,406.7,224.496,A
1,680,1,406.7,224.496,A
1,680,1,406.7,224.496,A
1,680,1,406.7,224.496,A
1,680,1,406.7,224.496,A
1,935,1,634.47,224.3936,A
4,233.5,1,158.45,224.144,A
1,4200,3,3360,224,A
1,4200,3,3360,224,A
1,965,1,628.07,223.8774,A
30,321.27,10,220.3,223.602,A
60,155,10,105.17,223.2576,A
2,465,1,299.49,223.2036,A
1,930,1,598.98,223.2036,A
60,232,15,157.42,222.7584,A
10,53.5,1,27.93,222.184,A
1,1099.11,1,835.33,222.0135,A
1,1099.11,1,835.33,222.0135,A
1,1099.11,1,835.33,222.0135,A
60,215.6,14,146.3,221.76,A
60,215.6,14,146.3,221.76,A
60,205,10,150.09,221.3952,A
3,381,1,274.3,221.352,A
30,301,15,170.21,220.7296,A
30,301,15,170.21,220.7296,A
30,301,15,170.21,220.7296,A
5,77,1,29.4,220.36,A
2,459,1,311.47,220.3072,A
1,1089,1,827.64,219.978,A
1,1089,1,827.64,219.978,A
1,1089,1,827.64,219.978,A
1,1089,1,827.64,219.978,A
3,305.2,1,207.1,219.744,A
3,305.2,1,207.1,219.744,A
10,943.95,10,647.28,218.9964,A
1,1126,1,864.77,217.9915,A
1,799,1,518.82,217.9216,A
1,799,1,518.82,217.9216,A
1,799,1,518.82,217.9216,A
3,799,1,615.56,217.9176,A
1,799,1,518.83,217.9104,A
10,539.3,5,409.87,217.873,A
60,151.25,10,102.64,217.7592,A
1,554.5,1,285.4,217.728,A
34,266.8,10,181.04,217.71968,A
30,453.5,15,292.09,217.6676,A
30,302,10,194.51,217.4346,A
30,302,10,194.51,217.4346,A
30,302,10,194.51,217.4346,A
1,500,1,269.5,217.025,A
1,500,1,269.5,217.025,A
1,500,1,269.5,217.025,A
1,500,1,269.5,217.025,A
1,500,1,269.5,217.025,A
1,500,1,269.5,217.025,A
2,450,1,305.36,215.9936,A
45,300,15,203.58,215.9712,A
60,149.9,10,101.72,215.8416,A
20,449,10,304.67,215.5392,A
20,449,10,304.67,215.5392,A
20,449,10,304.67,215.5392,A
150,92.8,15,63.64,215.232,A
30,447.87,15,303.91,214.9816,A
30,447.87,15,303.91,214.9816,A
5,139,1,85.75,214.8,A
30,298.26,10,202.4,214.716,A
100,92.5,10,63.43,214.584,A
45,298,15,202.22,214.5408,A
100,89.3,10,60.59,214.392,A
30,247.75,15,125.5,214.38,A
60,223,15,151.33,214.0416,A
30,461,15,316.12,213.8912,A
6,148.5,1,100.77,213.8256,A
12,445.3,6,302.17,213.7392,A
20,445,10,286.62,213.5768,A
120,222.1,30,150.71,213.2192,A
120,222.1,30,150.71,213.2192,A
3,295.5,1,200.52,212.7528,A
2,151,1,40,212.4,A
2,151,1,40,212.4,A
1,884.1,1,599.92,212.1896,A
30,441.6,15,299.65,211.984,A
1,1050,1,710.36,211.7752,A
3,294,1,199.5,211.68,A
30,293.5,10,199.16,211.3224,A
30,293.5,10,199.16,211.3224,A
30,293.48,10,199.15,211.296,A
60,220.08,15,149.34,211.2768,A
15,176,3,119.42,211.248,A
10,880,10,597.14,211.2032,A
10,880,10,597.14,211.2032,A
20,440,10,298.58,211.1808,A
60,219.7,15,149.08,210.9216,A
2,439,1,297.89,210.7264,A
20,439,10,282.75,210.71,A
25,351,10,238.17,210.624,A
20,438.7,10,282.56,210.5584,A
45,292,15,198.14,210.2496,A
30,876,30,564.21,210.2322,A
30,876,30,564.21,210.2322,A
60,146,10,99.08,210.1824,A
1,875,1,563.56,209.9992,A
30,437.35,15,296.77,209.9352,A
30,247.75,15,127.68,209.4968,A
1,957,1,712.01,209.3895,A
1,957,1,712.01,209.3895,A
30,290.4,10,197.06,209.0784,A
30,290.4,10,197.06,209.0784,A
30,290.4,10,197.06,209.0784,A
30,290.4,10,197.06,209.0784,A
70,124.35,10,84.38,208.9108,A
4,217.6,1,147.66,208.8832,A
3,290,1,196.78,208.8192,A
60,145,10,98.39,208.8192,A
2,435,1,280.17,208.7988,A
1,335,1,112.7,208.776,A
1,335,1,112.7,208.776,A
1,335,1,112.7,208.776,A
1,335,1,112.7,208.776,A
1,335,1,112.7,208.776,A
1,335,1,112.7,208.776,A
1,335,1,112.7,208.776,A
60,145,10,98.42,208.6176,A
1,3906,3,3124.8,208.32,A
1,3906,3,3124.8,208.32,A
3,289,1,196.11,208.0704,A
3,289,1,196.11,208.0704,A
1,1029,1,782.04,207.858,A
1,1085,1,743.35,207.847,A
60,216.45,15,146.88,207.7776,A
1,258,1,45.08,207.5104,A
195,54.9,15,34.78,207.3032,A
20,513,10,365.51,207.2576,A
20,513,10,365.51,207.2576,A
20,513,10,365.51,207.2576,A
60,215.21,15,146.03,206.6256,A
60,215,15,145.89,206.4128,A
60,215,15,145.89,206.4128,A
60,215,15,145.89,206.4128,A
60,143,10,97.03,205.9584,A
60,143,10,97.03,205.9584,A
1,886.45,1,607.85,205.658,A
1,855,1,580.17,205.2096,A
1,855,1,580.17,205.2096,A
1,855,1,580.17,205.2096,A
1,855,1,580.17,205.2096,A
20,203.95,10,90.57,205.0232,A
40,213,10,144.53,204.5056,A
40,213,10,144.53,204.5056,A
2,425.64,1,288.83,204.3008,A
1,499,1,249.9,204.118,A
1,499,1,249.9,204.118,A
1,499,1,249.9,204.118,A
1,499,1,249.9,204.118,A
1,499,1,249.9,204.118,A
1,499,1,249.9,204.118,A
1,499,1,249.9,204.118,A
1,499,1,249.9,204.118,A
1,850,1,547.46,203.9972,A
1,850,1,547.46,203.9972,A
30,293,10,200.92,203.9088,A
60,141.55,10,96.05,203.844,A
60,141.55,10,96.05,203.844,A
30,283,10,192.03,203.7792,A
30,848.75,30,575.94,203.6972,A
30,848.75,30,575.94,203.6972,A
30,848.75,30,575.94,203.6972,A
30,848.75,30,575.94,203.6972,A
1,335,1,117.6,203.288,A
20,277,10,148.68,203.1152,A
20,277,10,148.68,203.1152,A
20,277,10,148.68,203.1152,A
50,202.44,10,154.24,202.44,A
50,202.44,10,154.24,202.44,A
30,280,10,189.81,202.2384,A
30,280,10,189.81,202.2384,A
60,213.3,20,138.95,202.2075,A
4,163.7,1,101.03,202.1856,A
2,319.1,1,194.87,201.6912,A
20,275,10,147.6,201.664,A
4,210,1,135.25,201.62,A
2,420,1,270.5,201.62,A
2,420,1,270.5,201.62,A
1,869,1,565.58,201.6156,A
60,210,15,142.5,201.6,A
60,210,15,142.5,201.6,A
120,105,15,71.25,201.6,A
60,210,15,142.5,201.6,A
180,46.59,10,31.62,201.1608,A
20,208.85,10,96.86,200.7336,A
30,331,10,223.85,200.571,A
45,278.54,15,189.01,200.5464,A
1,835,1,537.8,200.396,A
1,834.9,1,566.54,200.3752,A
50,129.5,10,79.89,200.116,A
1,600,1,357.05,200.104,A
45,277.91,15,188.58,200.1012,A
60,114.7,10,72.64,200.0592,A
1,990,1,752.4,199.98,A
1,831.6,1,564.3,199.584,A
1,831.6,1,564.3,199.584,A
1,831.6,1,564.3,199.584,A
1,600,1,357.7,199.376,A
1,600,1,357.7,199.376,A
1,600,1,357.7,199.376,A
1,600,1,357.7,199.376,A
1,600,1,357.7,199.376,A
1,600,1,357.7,199.376,A
20,415,10,281.61,199.1936,A
20,415,10,281.61,199.1936,A
20,415,10,281.61,199.1936,A
1,1195,1,889.13,199.1744,A
1,1195,1,889.13,199.1744,A
30,181,10,102.35,199.104,A
2,622,1,466.5,199.04,A
30,414.5,15,281.27,198.9552,A
30,414.5,15,281.27,198.9552,A
60,225,15,148.53,198.9384,A
20,513,10,369.36,198.6336,A
1,884.1,1,612.55,198.044,A
30,275,10,186.61,197.9904,A
30,275,10,186.61,197.9904,A
30,275,10,186.61,197.9904,A
60,137,10,92.97,197.2416,A
60,137,10,92.97,197.2416,A
1,1445,1,1114.25,197.04,A
60,106.05,10,65.42,196.6776,A
120,102.25,15,69.39,196.2656,A
2,408.8,1,277.4,196.224,A
2,408.8,1,277.4,196.224,A
1,1635,1,1284.64,196.2032,A
10,53.5,1,30.26,196.088,A
4,241.58,1,183.6,195.2,A
4,241.58,1,183.6,195.2,A
1,813,1,523.63,195.1166,A
3,151,1,76.85,194.784,A
3,151,1,76.85,194.784,A
20,405,10,260.85,194.394,A
30,270,10,183.22,194.3808,A
30,270,10,183.22,194.3808,A
3,270,1,183.22,194.3808,A
3,270,1,183.22,194.3808,A
45,270,15,183.22,194.3808,A
1,836,1,573.25,193.96,A
22,146.9,4,99.68,193.9212,A
4,202,1,137.08,193.8816,A
2,403.9,1,274.08,193.8608,A
10,465,15,155.67,193.7664,A
3,269,1,182.53,193.6992,A
30,269,10,182.54,193.6656,A
30,269,10,182.54,193.6656,A
30,269,10,182.54,193.6656,A
30,269,10,182.54,193.6656,A
100,83.4,10,57.19,193.472,A
1,957,1,727.32,193.314,A
1,957,1,727.32,193.314,A
1,957,1,727.32,193.314,A
1,957,1,727.32,193.314,A
1,957,1,727.32,193.314,A
10,527,10,282.85,193.237,A
10,527,10,282.85,193.237,A
10,527,10,282.85,193.237,A
10,527,10,282.85,193.237,A
10,527,10,282.85,193.237,A
10,527,10,282.85,193.237,A
20,402.15,10,272.89,193.0264,A
20,402.15,10,272.89,193.0264,A
20,402.15,10,272.89,193.0264,A
20,402.15,10,272.89,193.0264,A
1,831.6,1,570.24,192.9312,A
1,831.6,1,570.24,192.9312,A
6,104,1,64.16,192.8448,A
30,465.66,10,358.43,192.6552,A
30,465.66,10,358.43,192.6552,A
75,160.56,15,108.96,192.624,A
30,276.76,10,189.78,192.6192,A
30,276.76,10,189.78,192.6192,A
50,160.5,10,108.91,192.604,A
40,207.5,10,142.29,192.5408,A
90,138.1,15,94.69,192.2832,A
30,174.6,10,98.73,192.0672,A
30,174.6,10,98.73,192.0672,A
30,174.6,10,98.73,192.0672,A
30,400,15,271.42,192.0192,A
1,800,1,542.86,191.9968,A
1,800,1,542.86,191.9968,A
1,800,1,542.86,191.9968,A
1,800,1,542.86,191.9968,A
1,800,1,542.86,191.9968,A
1,800,1,542.86,191.9968,A
1,800,1,542.86,191.9968,A
1,800,1,542.86,191.9968,A
1,800,1,542.86,191.9968,A
50,160,10,108.58,191.952,A
1,799,1,514.62,191.7484,A
1,799,1,514.62,191.7484,A
1,799,1,514.62,191.7484,A
10,798.5,10,541.84,191.6392,A
20,399.25,10,270.92,191.6392,A
1,950,1,642.71,191.6022,A
2,399.16,1,270.86,191.5936,A
30,399,15,256.98,191.5272,A
2,399,1,270.75,191.52,A
50,159.6,10,108.3,191.52,A
1,798,1,513.97,191.5154,A
60,199.25,15,135.2,191.304,A
1,797,1,540.83,191.2704,A
2,398.46,1,270.38,191.2688,A
2,397.9,1,270,191,A
1,795.65,1,539.9,190.962,A
1,795.65,1,539.9,190.962,A
2,240,1,122.5,190.9,A
50,22,1,17.32,190.7,A
30,260,15,147.02,190.6752,A
30,260,15,147.02,190.6752,A
30,260,15,147.02,190.6752,A
15,520,15,294.05,190.664,A
15,520,15,294.05,190.664,A
15,520,15,294.05,190.664,A
150,79.4,15,53.87,190.656,A
30,132.36,5,89.81,190.6368,A
30,132.36,5,89.81,190.6368,A
1,820,1,533.69,190.2458,A
1,1395,1,1075.69,190.2272,A
60,198,15,134.36,190.0672,A
60,198,15,134.36,190.0672,A
30,395.98,15,286.62,190.058,A
30,395.98,15,286.62,190.058,A
60,131.89,10,89.5,189.9,A
60,131.89,10,89.5,189.9,A
1,790.5,1,536.41,189.7208,A
1,790,1,508.81,189.6042,A
30,263.17,10,178.58,189.4812,A
60,394.75,30,267.87,189.4712,A
60,394.75,30,267.87,189.4712,A
60,131.6,10,95.26,189.462,A
30,263,10,178.47,189.3408,A
42,262.57,14,178.17,189.0588,A
10,787,10,534.03,188.8864,A
10,787,10,534.03,188.8864,A
2,393,1,266.67,188.6592,A
2,393,1,266.67,188.6592,A
10,786,10,506.24,188.6368,A
30,174.6,10,99.77,188.5728,A
1,785,1,532.67,188.4096,A
2,392,1,266,188.16,A
1,899,1,603.12,187.3184,A
1,432,1,218.5,187.28,A
30,309,10,220.16,187.2624,A
5,474.05,4,289.51,187.2485,A
5,474.05,4,289.51,187.2485,A
2,260,1,148.57,187.2032,A
1,275,1,78.4,187.192,A
1,275,1,78.4,187.192,A
30,170,10,91.24,187.0104,A
30,170,10,91.24,187.0104,A
20,239.9,10,130.8,186.808,A
30,259,10,175.75,186.48,A
90,129.4,15,87.8,186.384,A
2,320,1,202.56,186.2656,A
2,320,1,202.56,186.2656,A
1,775,1,525.89,186.0032,A
1,775,1,525.89,186.0032,A
60,193.5,15,131.3,185.776,A
2,387,1,262.61,185.7536,A
40,293.7,20,179.37,185.6112,A
60,193.08,15,131.01,185.3952,A
1,350,1,147,185.36,A
1,350,1,147,185.36,A
1,350,1,147,185.36,A
1,350,1,147,185.36,A
1,797,1,546.52,184.8976,A
1,770,1,495.93,184.8026,A
1,770,1,495.93,184.8026,A
20,385,10,261.25,184.8,A
1,798,1,547.61,184.6768,A
1,798,1,547.61,184.6768,A
1,798,1,547.61,184.6768,A
1,798,1,547.61,184.6768,A
20,384.6,10,260.97,184.6272,A
20,384.6,10,260.97,184.6272,A
2,360,1,239.17,184.2592,A
30,127.9,5,86.79,184.1712,A
13,885,15,600.53,184.0855467,A
50,153.1,10,103.89,183.716,A
1,764.98,1,519.09,183.5992,A
1,764.98,1,519.09,183.5992,A
1,764.98,1,519.09,183.5992,A
1,764.98,1,519.09,183.5992,A
1,764.98,1,519.09,183.5992,A
1,764.98,1,519.09,183.5992,A
1,764.98,1,519.09,183.5992,A
1,764.98,1,519.09,183.5992,A
1,764.95,1,519.07,183.5916,A
1,764,1,492.07,183.3574,A
20,250,10,134.18,183.3352,A
1,790,1,541.72,183.2736,A
5,474.05,4,292.56,182.9785,A
60,140,20,70.56,182.9184,A
60,140,20,70.56,182.9184,A
2,381,1,245.39,182.8796,A
30,254,10,172.36,182.8704,A
30,380.95,15,258.5,182.86,A
30,380.95,15,258.5,182.86,A
30,380.95,15,258.5,182.86,A
20,38,1,25.78,182.528,A
20,38,1,25.78,182.528,A
20,38,1,25.78,182.528,A
40,190,10,122.37,182.4136,A
20,380,10,257.86,182.3936,A
20,380,10,257.86,182.3936,A
20,380,10,257.86,182.3936,A
8,379.96,4,257.83,182.3808,A
8,379.96,4,257.83,182.3808,A
1,699,1,461.46,182.1648,A
1,699,1,461.46,182.1648,A
1,759,1,488.85,182.157,A
1,650,1,417.86,181.9968,A
1,650,1,417.86,181.9968,A
1,650,1,417.86,181.9968,A
1,650,1,417.86,181.9968,A
1,650,1,417.86,181.9968,A
1,650,1,417.86,181.9968,A
20,379,10,257.17,181.9392,A
20,379,10,257.17,181.9392,A
30,329,10,227.43,181.8978,A
40,224.85,15,139.86,181.8848,A
30,196,10,120.91,181.7424,A
30,196,10,120.91,181.7424,A
1,500,1,284.2,181.696,A
1,756.25,1,513.17,181.4996,A
1,755,1,486.27,181.2014,A
1,755,1,486.27,181.2014,A
30,377.25,15,255.99,181.0824,A
30,251.2,10,170.46,180.8544,A
30,259,10,168.57,180.2622,A
1,750,1,508.92,180.0096,A
30,250,10,169.64,180.0096,A
1,750,1,508.92,180.0096,A
1,750,1,483.05,180.001,A
2,375,1,241.53,179.9892,A
30,250,10,161.02,179.9892,A
30,250,10,161.02,179.9892,A
1,520,1,303.59,179.9792,A
30,249.9,10,160.95,179.937,A
30,249.9,10,160.95,179.937,A
60,125,10,80.52,179.9184,A
60,125,10,80.52,179.9184,A
60,375,30,241.59,179.8476,A
1,290,1,104.95,179.8025,A
30,249.55,10,169.34,179.6676,A
10,49,1,27.71,179.648,A
2,374,1,270.7,179.53,A
10,748,10,507.58,179.5104,A
10,748,10,507.58,179.5104,A
45,248.6,15,168.69,179.0016,A
1,519,1,303.74,178.8112,A
1,519,1,303.74,178.8112,A
30,372.2,15,252.57,178.6432,A
30,372.2,15,252.57,178.6432,A
10,770,10,501.15,178.643,A
20,372,10,252.42,178.5792,A
20,372,10,252.42,178.5792,A
90,124,15,84.14,178.5792,A
30,372,15,239.59,178.5676,A
1,883.3,1,671.31,178.4245,A
1,883.3,1,671.31,178.4245,A
1,883.3,1,671.31,178.4245,A
1,883.3,1,671.31,178.4245,A
45,247.75,15,168.11,178.4004,A
1,486.5,1,293.45,178.3775,A
1,486.5,1,293.45,178.3775,A
1,486.5,1,293.45,178.3775,A
1,486.5,1,293.45,178.3775,A
1,486.5,1,293.45,178.3775,A
1,486.5,1,293.45,178.3775,A
1,310,1,117.6,178.288,A
30,247.5,15,141.43,178.1968,A
5,148.5,1,100.77,178.188,A
20,371,10,251.75,178.08,A
1,742,1,477.9,178.078,A
50,500,100,137.2,177.97,A
1,651.5,1,401.36,177.8952,A
30,24.7,1,16.76,177.864,A
30,24.7,1,16.76,177.864,A
30,24.7,1,16.76,177.864,A
45,246.98,15,167.59,177.8376,A
30,247,10,167.61,177.8304,A
30,370.1,15,251.14,177.6464,A
30,370.1,15,251.14,177.6464,A
30,370.1,15,251.14,177.6464,A
60,185,15,125.53,177.6256,A
54,205.55,15,139.48,177.59664,A
1,740,1,476.62,177.5884,A
2,370,1,238.31,177.5884,A
3,102,1,38.22,177.5808,A
10,739.76,10,501.98,177.5424,A
30,255,10,165.96,177.5016,A
30,369.75,15,250.9,177.484,A
40,121,10,68.42,177.4784,A
1,738.85,1,501.36,177.3268,A
1,738.85,1,501.36,177.3268,A
1,738.85,1,501.36,177.3268,A
1,738.85,1,501.36,177.3268,A
1,738.85,1,501.36,177.3268,A
1,738.85,1,501.36,177.3268,A
1,738.85,1,501.36,177.3268,A
1,738.85,1,501.36,177.3268,A
50,96.7,10,54.68,177.292,A
30,246,10,166.92,177.1488,A
30,246,10,166.92,177.1488,A
60,123,10,83.46,177.1488,A
30,369,15,250.39,177.1264,A
60,184.2,15,124.99,176.8448,A
1,736,1,499.42,176.6496,A
20,368,10,249.72,176.6272,A
1,799,1,527.48,176.5736,A
1,650,1,422.76,176.5088,A
30,245,10,166.25,176.4,A
30,245,10,166.25,176.4,A
30,245,10,166.25,176.4,A
30,245,10,166.25,176.4,A
30,245,10,166.25,176.4,A
30,245,10,166.25,176.4,A
30,245,10,166.25,176.4,A
8,379.96,4,260.54,176.3104,A
4,77,1,29.4,176.288,A
4,77,1,29.4,176.288,A
10,57,1,35.16,176.208,A
3,145,1,77.03,176.1792,A
20,367,10,249.03,176.1728,A
30,367,15,249.03,176.1728,A
30,244.65,10,166.01,176.1564,A
30,244.65,10,166.01,176.1564,A
30,240,15,135.72,175.9872,A
30,240,15,135.72,175.9872,A
1,733.09,1,497.46,175.9348,A
1,733.09,1,497.46,175.9348,A
1,733.09,1,497.46,175.9348,A
1,733.09,1,497.46,175.9348,A
1,733.09,1,497.46,175.9348,A
1,733.09,1,497.46,175.9348,A
1,733.09,1,497.46,175.9348,A
1,733.09,1,497.46,175.9348,A
1,346,1,151.9,175.872,A
70,108,10,74.05,175.448,A
4,142,1,87.64,175.3728,A
45,211.5,15,136.68,175.2552,A
1,1460,1,1147.14,175.2032,A
1,1460,1,1147.14,175.2032,A
1,730,1,495.36,175.1968,A
1,730,1,495.36,175.1968,A
1,730,1,495.36,175.1968,A
20,365,10,235.09,175.1876,A
1,729.06,1,494.72,174.9736,A
60,242.84,20,164.79,174.8256,A
60,242.84,20,164.79,174.8256,A
60,242.84,20,164.79,174.8256,A
20,364,10,247,174.72,A
20,364,10,247,174.72,A
30,158.8,10,89.8,174.672,A
30,363.8,15,246.87,174.6112,A
30,363.8,15,246.87,174.6112,A
60,121.15,10,82.21,174.4488,A
60,121.15,10,82.21,174.4488,A
4,192,4,15.68,174.4384,A
40,363.34,20,246.55,174.408,A
40,363.34,20,246.55,174.408,A
10,726.72,10,493.14,174.4032,A
1,520,1,308.7,174.256,A
1,520,1,308.7,174.256,A
1,520,1,308.7,174.256,A
1,726,1,492.64,174.2432,A
1,726,1,492.64,174.2432,A
1,726,1,492.64,174.2432,A
25,290.4,10,197.06,174.232,A
60,121,10,82.11,174.2208,A
60,121,10,82.11,174.2208,A
1,625,1,402.54,174.1552,A
1,725,1,491.97,173.9936,A
1,725,1,491.97,173.9936,A
1,725,1,491.97,173.9936,A
30,249.9,10,162.64,173.9544,A
5,600,10,225.4,173.776,A
5,600,10,225.4,173.776,A
20,362,10,245.64,173.7664,A
20,362,10,245.64,173.7664,A
30,361.8,15,245.51,173.6576,A
3,150,1,82.28,173.5392,A
1,722,1,465.02,173.2764,A
60,87.95,10,52.77,173.0856,A
90,120,15,81.42,172.8576,A
60,120,10,81.42,172.8576,A
30,240,10,154.57,172.8222,A
30,240,10,162.86,172.7904,A
30,240,10,162.86,172.7904,A
3,240,1,162.86,172.7904,A
30,240,10,162.86,172.7904,A
30,240,10,162.86,172.7904,A
1,720,1,488.58,172.7904,A
1,720,1,488.58,172.7904,A
1,720,1,488.58,172.7904,A
30,239.9,10,162.79,172.7256,A
30,239.9,10,162.79,172.7256,A
30,239.9,10,162.79,172.7256,A
45,239.74,15,162.68,172.6152,A
30,285.78,15,178.15,172.504,A
4,192,4,17.64,172.2432,A
30,191.8,10,120,172.2,A
30,239,10,162.17,172.1088,A
42,238.7,14,161.98,171.8472,A
15,715.93,15,518.2,171.82,A
30,156.1,10,88.27,171.7128,A
60,119.2,10,80.88,171.6864,A
60,119.2,10,80.88,171.6864,A
30,370,15,253.72,171.6672,A
50,143,10,97.03,171.632,A
12,53.5,1,35,171.6,A
1,739,1,480.98,171.4436,A
80,89.3,10,60.6,171.424,A
30,173.68,15,78.57,171.3632,A
2,357,1,242.25,171.36,A
30,246,10,168.68,171.2352,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,277,15,170.88,171.2288,A
30,193.6,10,121.93,171.1152,A
3,145,1,78.64,170.7696,A
16,184,4,126.17,170.7584,A
20,213,10,113.99,170.6624,A
30,155,10,87.65,170.496,A
2,224,1,117.6,170.464,A
100,70.99,10,48.17,170.396,A
2,355,1,228.65,170.386,A
40,177.15,10,120.21,170.0592,A
30,236,10,160.14,169.9296,A
30,235,10,159.46,169.2144,A
1,705,1,478.39,169.2032,A
18,243,6,166.63,169.1232,A
60,176.13,15,119.52,169.0704,A
60,176.13,15,119.52,169.0704,A
60,176.13,15,119.52,169.0704,A
60,176.13,15,119.52,169.0704,A
60,176.13,15,119.52,169.0704,A
60,176.13,15,119.52,169.0704,A
8,267,4,163.06,168.7456,A
2,351.36,1,238.42,168.6592,A
2,351.2,1,238.32,168.5632,A
2,351.2,1,238.32,168.5632,A
20,351,10,238.17,168.4992,A
60,117,10,79.39,168.4992,A
60,117,10,79.39,168.4992,A
75,168.5,15,120.36,168.484,A
20,360,10,246.24,168.4224,A
20,360,10,246.24,168.4224,A
20,360,10,246.24,168.4224,A
20,360,10,246.24,168.4224,A
20,360,10,246.24,168.4224,A
90,116.86,15,79.3,168.264,A
20,525.74,15,356.75,168.24,A
1,725,1,497.15,168.192,A
28,250,10,169.64,168.00896,A
40,175,10,118.75,168,A
75,140,15,90.17,167.997,A
1,831.6,1,632.02,167.979,A
11,658,10,451.2,167.9216,A
20,349.5,10,237.16,167.7616,A
2,210,1,112.7,167.552,A
20,523,15,378.56,167.3493333,A
20,523,15,378.56,167.3493333,A
60,174,15,118.03,167.2256,A
45,240,15,164.57,167.0448,A
30,240,10,164.57,167.0448,A
2,360,1,234.31,167.0284,A
30,239.9,10,164.51,166.9464,A
2,347.5,1,235.81,166.7856,A
2,347.5,1,235.81,166.7856,A
2,347.5,1,235.81,166.7856,A
2,347.5,1,235.81,166.7856,A
50,114.7,10,72.64,166.716,A
30,275,10,195.94,166.6416,A
15,694.19,15,502.46,166.607,A
1,1499,1,1129.19,166.5558,A
30,347,15,235.47,166.5472,A
30,347,15,235.47,166.5472,A
30,347,15,235.47,166.5472,A
30,347,15,235.47,166.5472,A
3,140,1,75.46,166.4544,A
60,173.4,15,117.67,166.4384,A
1,693.3,1,470.45,166.396,A
8,346.64,4,235.22,166.3872,A
1,823.1,1,625.56,166.262,A
1,823.1,1,625.56,166.262,A
1,823.1,1,625.56,166.262,A
1,823.1,1,625.57,166.2515,A
30,346.33,15,235.01,166.2376,A
40,173,10,117.39,166.0928,A
1,820,1,584.25,165.64,A
1,820,1,584.25,165.64,A
1,820,1,584.25,165.64,A
1,820,1,584.25,165.64,A
50,138,10,93.64,165.616,A
1,690,1,444.41,165.5962,A
1,690,1,444.41,165.5962,A
1,690,1,444.41,165.5962,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,345,1,234.11,165.5936,A
2,345,1,234.11,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
2,690,2,468.22,165.5936,A
30,230,10,156.08,165.5712,A
30,230,10,156.08,165.5712,A
30,230,10,156.08,165.5712,A
4,172.42,1,117,165.52,A
1,819,1,622.44,165.438,A
1,819,1,622.44,165.438,A
1,819,1,622.44,165.438,A
10,45.1,1,25.5,165.4,A
60,123,10,85.22,165.3216,A
1,688.8,1,467.4,165.312,A
4,172,1,116.72,165.0944,A
10,45,1,25.44,165.072,A
3,150,1,84.82,165.0048,A
1,687.5,1,466.52,164.9976,A
1,687.5,1,466.52,164.9976,A
1,687.5,1,466.52,164.9976,A
60,343,30,232.75,164.64,A
